Area_sqft,Bedrooms,Bathrooms,Age,Distance_to_CityCenter_km,Price
1879.4846102466336,2,1,48,13.706947611268646,27092.52549681185
1113.587392731214,1,3,93,4.1605231403804055,95677.7318333164
1381.5906966299956,5,1,59,6.218146329151365,183366.73776013957
1257.3182260854485,4,1,63,11.80928673390268,49171.4414576411
1540.9370696931612,3,2,97,3.151506128648883,171476.26308114998
2657.329283336754,2,3,37,13.425659611652572,193969.88230992612
566.367403704126,3,1,70,3.94503976542575,84767.67121105964
1843.1300951872568,5,1,90,12.072836625575455,123178.26326913558
693.6420644051742,2,1,76,7.595055536510154,22579.28612442906
1264.0340671052832,4,3,92,10.690970955561014,81636.5064723475
2044.475298483683,1,2,86,8.753869572952944,120191.55540567066
1532.140009547731,5,3,7,6.246033246765868,262987.2078618841
961.127611035347,2,2,84,0.0,102884.07383121706
1142.348145370016,1,1,12,3.789002067230159,141634.91195336022
1839.798874467338,2,3,25,1.5235357862100702,271603.8255532238
1134.8166841414318,5,2,9,6.899596023715068,194758.9141113265
1608.2292947909875,2,1,92,13.18070995460289,37336.59741887327
1174.1998261970914,2,3,55,15.683867511885222,605.7446155400521
2571.972044662663,5,2,3,13.99101791820155,207300.9909905261
1169.106767615806,3,2,51,11.05319264594652,57409.6589820213
1926.216667398112,3,2,36,12.73994610095366,137978.4834212445
1103.7396307836498,4,1,19,3.415672993846917,186221.3320289553
1442.6317792665504,1,2,46,3.2456761583629152,155420.50431207145
1752.4936394902286,3,1,73,13.838257847284778,29487.546359737527
1932.8775970850609,2,1,50,4.459748525904324,199670.72049687043
899.8517964721119,4,2,57,10.219842047201638,104385.23198387735
1332.7493820795255,5,2,43,18.8022820253614,17174.578313390233
1262.5273444195218,3,3,97,9.942784673292795,51179.08258468557
1173.335383713144,3,3,10,12.576990855064548,106357.63281225886
2382.7271201405483,1,2,11,8.577340807276942,206753.02829821163
1702.490855480478,4,2,9,14.99132323171589,127405.78852173244
1958.930973527388,1,2,53,13.514717813263706,58674.59351195727
2561.078098506317,4,1,33,13.993268613713187,179091.25362319688
2016.2326302755732,2,1,29,7.532493142607606,205482.08881119735
1257.8829635668744,1,2,7,8.891765740870097,82105.88670399808
2133.455574593311,3,3,99,8.761184217575252,188258.05512985715
1146.1652671906097,4,2,39,5.909003298914945,200620.14725036093
1721.9097140731142,2,2,21,10.022115678855544,116826.00059323254
1887.3170267146684,5,2,4,11.06988879593394,197778.43112998092
1036.5347642109589,2,1,95,9.070453603833185,9004.945731047621
1470.2373219691,4,3,19,16.58163252048066,70335.12930211135
987.8061793328552,5,3,48,14.579704990661492,55537.29563192544
1373.7159243034198,1,3,51,0.4469459201306573,160202.21648106028
876.1084090175752,2,1,65,8.786766884822613,39944.37188359882
2316.2056519658177,4,1,18,12.833621849389708,183399.43397623792
784.9293110196836,2,2,89,4.996218764645741,87808.78685874151
1279.977756651508,5,3,99,5.344587592758684,196500.82581868983
1565.3702886430456,4,1,13,9.97684000083385,174714.4416857159
2220.6366445330577,2,3,6,9.88128994178368,256008.6758787409
782.0689244102803,4,3,56,7.274625942008663,162853.77025346865
2081.58187607748,5,2,79,8.895008926907256,227858.77434410565
1505.1165305097936,1,3,9,14.661171513841136,47825.21670310158
1009.2456744760244,5,1,21,8.001561278528728,130597.10754284488
1731.0517371316355,1,2,89,3.464508284045696,154218.3838308841
1599.529847786735,3,2,4,9.805804032196598,161966.47217927082
1199.8915614206026,5,2,75,7.551527616474049,132243.52717682483
1556.758672625624,3,3,14,4.736573646772804,225863.37891124556
1831.0653372605236,3,2,87,12.17005986439476,86151.22590466042
2293.008408072676,4,1,87,0.0,273580.4242141056
881.0922505865755,5,1,25,13.529624809363485,52971.72175128485
2566.516687328133,5,2,54,11.936965410940036,214413.0253067148
523.9561002387491,5,3,97,10.615731540647923,31527.989017439104
1424.1074524822084,5,1,17,9.936566183598952,131287.8366203476
1794.1586032422883,4,1,42,5.11232359353013,244968.8063649853
1640.4959338675162,5,1,5,5.833330168528756,195260.03662640852
1188.6502400897032,1,2,44,5.190719159347284,102210.99001987308
1395.9388748213623,3,1,24,11.248307488285,106254.97645227597
1253.4995326705837,4,1,80,2.4719925491805856,191206.6216998016
1205.3176215278943,4,1,15,2.1063073711171763,222069.02994537397
1924.8010485105124,5,2,54,17.315278519350997,93789.44032754758
1678.5077429825235,3,1,55,10.958762497490197,89194.3390430937
1153.545202369673,1,1,28,2.5517722047700584,127694.29606858669
1949.7999377166252,3,2,63,14.803437454762692,47209.70117980899
1653.6497604383046,2,2,0,5.636996469275805,180300.1099306523
1906.43105941948,3,3,44,6.82325773969148,198321.9590378545
1814.814420961806,1,1,83,10.028401347463731,68382.61894577439
1085.502494538964,1,2,25,3.268048338208268,125879.44176368909
1873.646802561631,4,1,49,6.991839693900151,229652.5002061594
1805.1851327167324,4,2,26,0.0,252234.41660151715
1489.549203017926,2,2,99,11.78776311961665,54210.79101290217
2138.832447894212,5,1,79,16.27830460313057,95399.9895741661
1204.214305582085,2,3,28,3.615692435489539,145074.34242166046
1773.548690585019,5,1,6,12.44396430281735,182883.9872742144
1398.903673783053,5,1,61,7.668755763201233,159118.2185665887
1391.15939838639,2,1,70,11.355893892990368,33954.04070578773
2049.388425993595,3,2,33,3.0836118594916826,272109.1036879472
1912.7081744940149,5,3,47,6.86952562969744,255727.72788249108
1906.7548180003196,4,3,4,4.708181573632485,295086.88628079847
2152.7394035771645,4,3,7,0.6206507365239382,354222.6897714923
1510.5019208163794,2,2,71,4.5164792034380055,152783.56929564077
1840.976485647482,5,1,42,10.365295991788942,176611.42339423724
1344.866621703272,2,2,92,3.3372655235196014,115795.97808002516
1662.083176244221,4,3,51,10.02433939359763,190010.38595926063
1434.9284728161576,2,1,73,13.282360585806916,18706.97362678165
1548.497982496359,5,1,0,15.820297053016688,93570.68125309142
1797.5785127184568,5,3,37,18.73825435921192,55183.91047018055
2546.19363784273,1,2,6,4.032730212438231,261412.99798336337
2079.055436750034,4,1,45,5.362232205873375,266469.4023280021
1895.831346981468,3,3,23,15.492659601619447,78178.65554000945
1812.0599085260776,4,1,34,7.052289965848985,239188.04339766703
1814.17275463214,5,3,72,10.188276032183335,172749.840666024
1493.8766135765427,4,3,41,15.54639871499094,33702.64912437606
1051.3728142570842,2,3,66,7.524438522201737,71360.05339923437
1537.9022790968631,3,3,43,8.539285000090189,174291.1146912623
1161.4191442439442,4,3,3,14.688316231239446,65997.6725959128
1987.559866708876,3,1,95,12.540918048989315,107022.16452440748
1426.4713092489308,4,3,76,0.0,253688.25640084315
1087.2514016037442,1,2,23,2.527414907947759,114685.5406002048
1339.307079173503,3,3,70,8.689069847787884,137753.56925631978
1706.465727137812,5,2,18,8.354765632478307,190286.9921496429
1218.1377235980126,5,1,90,5.917778130002176,128960.0311540704
1621.8436057459562,5,3,90,15.440421809023416,98943.1364057702
1622.4832855543614,5,2,17,0.0,274585.85504474986
1246.5284123144352,3,3,93,15.487470434400908,7945.843750997294
1264.4808471908386,4,1,27,4.955951003624167,166911.795459707
1616.024968678818,3,1,28,9.305787824360404,192623.49838178567
775.9578292513379,4,3,72,2.1487008517728494,159129.21381898076
1140.777889373782,4,1,44,11.005143754255895,58488.29267725778
1393.2764241440764,4,3,6,16.809100431294645,51988.98071167822
1655.4537827990025,2,2,44,11.3972095804356,104516.05098403216
2237.678108474776,4,2,88,7.801640956118674,219504.60955929695
1928.8298116010096,2,1,25,6.102786454881204,177877.191570148
1420.0307350182864,3,3,69,1.7034746570222143,218299.04956229805
1490.4918960486557,2,1,48,8.365394641890344,97667.6080142378
998.7353176810956,3,2,83,11.14489461934366,55177.83752482136
1490.743432003805,4,1,17,0.0,222956.9652307558
1355.6706805399308,3,3,83,14.031502783302392,28507.829277155663
1661.3592801690447,5,1,39,10.420490795842374,176663.22869713185
1086.3845282238383,4,2,17,8.188599723081836,152479.60077583342
1759.6732571205862,2,1,46,4.511129156779968,207969.13478020488
2266.369456501289,1,2,0,4.103072761981411,233636.77818345212
1445.6199257715712,4,2,32,9.160623853630929,157313.2483150615
1700.8558610494706,5,2,38,9.211491141063329,215213.6867402401
1845.071995855556,3,1,22,0.0,274788.9944863457
1612.0462409052084,2,2,91,4.849308050410982,151925.8993340376
1506.2962003908974,5,1,84,15.84329567600879,44491.3960965334
1548.838049274416,5,2,43,7.599255762726101,173102.57819848275
1113.4951080722667,4,1,36,12.554713163472124,104354.71366465982
1512.2550871294711,1,2,70,8.563462316860083,98528.0738790391
1748.9991456227249,1,1,75,7.792530876458687,104029.24377277974
2225.571803897521,3,2,36,10.543912917626848,207269.16473325636
1979.6354130426037,2,2,27,7.479002894475001,192725.5677408845
2576.5912287557785,4,2,6,15.580961372408137,220195.2447734852
1116.3262185559752,2,3,51,2.7967319857674173,200579.1211934404
1936.160318360339,4,1,16,9.02689049655628,187331.1490898508
1591.671002869176,5,3,61,6.157278231148828,230652.5371387383
2594.901466608836,3,1,36,13.170267181683837,172591.7530051594
1095.8508573224242,5,2,13,0.0,195880.88919373148
1200.303677277989,3,1,54,4.618455293901967,138685.26657568087
438.05213784509647,4,2,56,12.769090675419951,3582.285414834625
1237.1224891596194,4,2,3,0.0,206234.16291085572
1120.433669223151,3,2,85,6.936463295158898,130665.39879820136
1575.1968932381037,5,1,48,7.440891924947593,188110.04003524105
1670.8779878885798,3,2,80,10.198879323807214,87652.86458879645
2438.085419607943,5,2,34,12.294836828359308,198841.08968056977
1211.5481721687984,5,3,31,7.047490303003759,184288.2456889518
1745.959585753253,3,1,88,7.3625675063739076,152611.88831114696
839.883396489679,5,1,9,11.36548972553933,88251.73761312618
2415.7293829271766,2,2,61,1.9166743167502995,278051.1142056388
2089.7200603606434,2,1,1,11.026414118869122,127140.26810615257
1265.4121739476475,3,3,62,4.868072227617002,166349.66036086812
643.4327354545612,3,1,90,0.9667925482834274,94612.93020069656
2176.9361870827065,4,1,75,9.298123219077786,165131.43012301545
1442.730077373691,5,2,15,10.38433279269556,175465.59312901393
2118.908155986731,3,2,15,8.198768748079896,228666.71174705
1502.6218498590915,2,1,17,5.151547724789184,160133.74012798932
1523.490296882371,5,1,41,13.940275115919697,105247.23490568707
1274.9672642603782,1,1,31,6.303974487475207,44353.32393058259
1811.4249661737492,3,1,49,11.631281557405435,134916.62488077598
966.1897853087028,1,1,48,9.481369216358893,12825.542893899908
1428.8102574893533,5,2,2,17.595983471234014,72888.50411962182
1560.1478158559494,3,3,71,9.594536302294244,86313.8434095379
1757.2194170293744,4,1,4,9.92513492228701,155759.7891657336
1855.807439044445,3,1,56,15.14256692903682,67772.71396494748
937.6789540810654,3,2,83,12.38332601260251,32561.66198682332
732.9429146321888,3,1,43,13.087742000238606,11449.667221354592
2138.8384109492545,3,2,24,16.266236162113458,113365.444050322
1666.1570059897958,3,3,69,11.045299280437977,126433.44900262124
2275.5759877612613,3,3,22,2.5357370634418874,336001.4673948644
1557.8373171464293,5,1,87,8.961251673518989,168712.15161001857
2089.6485920319133,3,3,9,9.721674350105268,209730.6279785029
1533.7592407050545,3,3,9,5.894843566402194,225774.29562608447
2530.3739624409936,5,1,32,13.460892495470052,203809.1641818445
2377.6704212216023,3,3,72,11.175922061813148,222680.1313714932
1375.5179257604632,2,2,17,0.0,189060.89259551067
1985.7854754771777,3,2,66,16.031167708769903,77649.46738301503
1822.6879747925736,4,3,96,15.064029466925463,104755.42667697163
2184.3157787661744,5,3,73,10.964113566582686,199985.94598178493
1017.5382697099478,3,2,26,11.754058591302336,47770.77010191955
1843.02572999922,3,1,34,3.875377551531014,257177.67618144228
2029.212243424794,5,2,61,5.292496182328266,280087.71306029346
620.6302567884428,1,3,17,0.0,148139.05861091142
908.3707436671124,2,2,6,6.421606951768489,97401.80672754937
1365.2965827777211,3,2,85,12.634324310103707,53062.259251865806
1858.7711278979807,5,1,9,3.7300243087564935,264626.6215778228
2251.178526048014,4,3,26,14.751716758833956,117607.67581932378
1537.0473902098877,3,2,67,10.438262650003631,135571.65888345192
2314.307772785646,2,2,75,15.127299900919706,121170.58062191118
648.3087803224226,5,2,54,10.677345218518234,95994.51377458898
1472.2261505516906,4,2,47,11.872409683834912,123999.61891269342
1692.0327244696537,1,1,66,6.788229657325179,112530.942189214
1483.6526259529537,4,2,88,9.667118098350874,169344.574212746
466.2789499800617,3,1,25,10.923755981451947,31072.52529783142
1455.4399802436058,2,3,39,14.183577309452692,66854.92079291127
847.7652497475734,5,2,70,10.29164185781871,30083.668566449407
1683.299123048424,1,1,97,10.454222258567146,47297.907392190085
1030.0601068363223,5,2,73,0.0,203746.3962081537
1243.0665413316533,5,1,66,7.706261728239657,126315.4017239582
970.3932390555242,5,3,91,5.311721426563808,168108.32016749456
1468.660451363414,3,3,10,8.236034783699974,160904.4633745293
1977.5711602506192,1,2,50,4.2122403960658685,211946.4887991354
1007.136976832228,3,3,31,1.3547048601991405,165031.6620822585
1752.0232577589222,5,2,71,6.019461671910398,231465.0196974284
1234.8711908137795,5,2,19,11.931046361873,125380.72993596528
1103.563583868828,2,1,4,12.558739339784246,36136.6065860277
1446.4848200227211,4,1,40,5.844941199547836,169892.6888794158
982.378838790313,3,1,12,13.683369083297915,5200.445812757665
1223.1753473264089,1,1,74,7.025924241279776,89484.7190652133
901.0610537055758,5,2,97,6.356077185146953,125652.04778473856
2482.3625664581946,3,1,2,7.781368441949598,249375.53281172653
1517.6317759858644,4,1,14,0.0,233133.11308489527
1150.137246003707,3,3,96,8.625581816980564,107294.52343239008
1606.989955367111,4,2,55,1.8706722131536664,221478.89355571417
1443.8359751545852,3,3,42,7.073153178564322,165636.72773724308
1389.5152002333884,2,3,73,6.001851970692718,132559.41048390407
1807.0833500217127,3,3,66,14.439702098729128,120159.16164017064
1878.7538550236525,2,1,45,5.323026010563307,177129.9976249838
1212.09087967766,5,3,77,5.980228001990105,159262.96475175026
1362.474151424178,5,3,96,7.437520163524919,162865.53233488376
742.4044689007238,1,1,35,6.691738229613748,42120.06850684741
2183.4371337222624,3,3,22,14.515168682182887,132183.5329856505
2322.4838567506417,2,2,54,0.0,275692.5410048772
1375.4819802218108,2,1,54,10.639624800892053,93387.5819307591
1788.2784815278833,4,1,53,6.40818243453441,195985.787220196
1655.625077271768,3,1,64,13.616203666449897,81918.75923950096
3039.440404227619,4,1,90,9.517323882745371,269196.36037905613
2059.787455717288,1,1,50,12.241239134566944,73744.51919539375
1436.0412042596167,5,2,31,14.565670247237431,78232.77418965357
696.7768398712137,3,3,19,11.725480883253375,7122.219554979514
1121.8246273578484,4,3,35,4.180379826149823,170950.75569098126
788.873145201163,1,3,31,7.889339022054122,83941.06093819097
1176.7135578787368,4,1,56,6.414579813589314,160219.91468220257
959.2259981928024,2,1,28,10.158741727495045,33574.588626733545
2343.5708175362824,2,2,45,10.75987380161252,220362.9492151256
1940.819878474725,2,2,86,7.043547409503992,150055.23704050836
1496.0136793416914,3,3,34,15.339348842669931,37582.458163659336
2239.972069445013,2,1,78,0.0,234237.89875119712
1069.3578993358683,5,3,51,6.743761191379507,172423.59666363476
2261.5620386348287,3,1,14,11.908576307675258,160067.7930478885
1769.4550218423294,2,2,88,3.378429201358502,231724.10757589247
1404.830660958196,2,1,50,10.961822090787043,110066.18837548733
1062.1908733076214,3,3,30,14.940112665605264,46036.66314456193
1963.0887737658209,5,1,83,2.818727027164628,259583.24698074223
2454.708320235065,5,1,94,9.583523193058571,236174.6204756477
1781.4846183452855,2,3,35,6.801654601747611,166108.50260336575
1174.6787154390863,1,2,38,0.8532598391781772,124959.02455098878
1256.437308117652,2,2,10,10.036677453367563,83279.7975995273
1203.8030378805654,2,3,19,2.79344158434803,173621.3171470311
1068.004615160092,1,3,89,6.732899657758713,70053.8272579769
1524.2608139724134,5,1,55,5.167525887409935,173634.70529794972
1084.524941794481,2,1,89,8.48607069779103,52989.211522793536
1635.2284128899194,4,3,41,15.367381826166543,96486.4598255581
1474.8809452754317,4,1,46,12.768036677660165,51623.15151315332
1380.5259765667952,3,1,5,15.719881490470335,33674.67857513983
1046.218168979201,3,3,34,12.289403407653127,1511.662734952748
1211.6143347158336,1,2,7,10.615007557374293,40851.22398617928
